Transaction,Type,Input Currency,Input Amount,Output Currency,Output Amount,USD Equivalent,Fee,Fee Currency,Details,Date / Time (UTC)
NXT21OZODZMx7XXED54qNjeW0,Interest,NEXO,0.03810934,NEXO,0.03810934,$0.05,-,-,"approved / NEXO Interest Earned",2025-08-19 05:00:00
NXT5TJJD4IxiwJSzdAbKW4VUL,Interest,NEXO,0.03791984,NEXO,0.03791984,$0.05,-,-,"approved / NEXO Interest Earned",2025-08-18 05:00:00
NXT2fZ9WWRUhZxHdiYaKojp02,Interest,NEXO,0.85012196,NEXO,0.85012196,$1.13,-,-,"approved / 0.967990776288085452 EURX",2025-08-18 05:00:00
NXT1s7VZyqnx1wUR4OcpiHRIB,Interest,NEXO,0.87539149,NEXO,0.87539149,$1.17,-,-,"approved / 1.166712 USDC",2025-08-18 05:00:00
NXT6ir9cXwoo2JRJmOS3pIaep,Interest,NEXO,0.03773271,NEXO,0.03773271,$0.05,-,-,"approved / NEXO Interest Earned",2025-08-17 05:00:00
NXT6gwwMMw4S9waFmacv4S28G,Interest,NEXO,0.83875253,NEXO,0.83875253,$1.13,-,-,"approved / 0.967990776288085452 EURX",2025-08-17 05:00:00
NXTuK0Lcad81zveyckkb5AdG,Interest,NEXO,0.86492494,NEXO,0.86492494,$1.17,-,-,"approved / 1.166712 USDC",2025-08-17 05:00:00
NXT7mq6qekQWmz6Fq8Zn907rm,Interest,NEXO,0.85729340,NEXO,0.85729340,$1.17,-,-,"approved / 1.166712 USDC",2025-08-16 05:00:00
NXT1aWeRtFd6UUrEB4ojOPQO9,Interest,NEXO,0.03754716,NEXO,0.03754716,$0.05,-,-,"approved / NEXO Interest Earned",2025-08-16 05:00:00
NXTPrfgwAi9J2mNoRyn1ksGK,Interest,NEXO,0.83186399,NEXO,0.83186399,$1.13,-,-,"approved / 0.967990776288085452 EURX",2025-08-16 05:00:00
NXT7LtJWaQrPHCIPJ0fl4HHY2,Interest,NEXO,0.83820359,NEXO,0.83820359,$1.13,-,-,"approved / 0.967990776288085452 EURX",2025-08-15 05:00:00
NXT5OFPoo5UOcIQJnyHIpb1aA,Interest,NEXO,0.03735989,NEXO,0.03735989,$0.05,-,-,"approved / NEXO Interest Earned",2025-08-15 05:00:00
NXTCnwumN6xJPAhqf9Xzi1CW,Interest,NEXO,0.86710792,NEXO,0.86710792,$1.17,-,-,"approved / 1.166712 USDC",2025-08-15 05:00:00
NXT7KkH1EQZj4T4xld4wv3Vlx,Interest,NEXO,0.03718752,NEXO,0.03718752,$0.05,-,-,"approved / NEXO Interest Earned",2025-08-14 05:00:00
NXT4ILbJmBfQqo5ow1GQZ1syZ,Interest,NEXO,0.72091419,NEXO,0.72091419,$0.99,-,-,"approved / 0.845115091880137055 EURX",2025-08-14 05:00:00
NXT2MsfqphZIqUiDPHyvQ3ZPr,Interest,NEXO,0.84597006,NEXO,0.84597006,$1.17,-,-,"approved / 1.166712 USDC",2025-08-14 05:00:00
NXT4U0rOIo97YKTHwBhuM0Rxa,Exchange Cashback,EURX,0.81574457,EURX,0.81574457,$0.96,-,-,"approved / 0.1 % on top of your Exchange transaction",2025-08-13 12:15:00
NXT1irXaf48FCGL2vQX1D7Z0I,Exchange,USDC,-965.71891700,EURX,815.74456542,$956.00,-,-,"approved / Exchange USD Coin to EURX",2025-08-13 12:14:59
NXT5AcdbRvTJ6FGhRZcUut1FA,Exchange,USDT,-965.34839600,USDC,965.36770300,$965.09,-,-,"approved / Exchange Tether to USD Coin",2025-08-13 12:13:49
NXT14eR0VnD5iWClBnwBHbHIb,Top up Crypto,USDT,965.34839600,USDT,965.34839600,$965.16,-,-,"approved / 0x222c941215f27f98ce6645a9ebfb04bcdb2549c29d65d97d7d39ff413d8f618d",2025-08-13 12:10:54
NXT3ExSiNNGUmujZrBuANGERy,Interest,NEXO,0.86056724,NEXO,0.86056724,$1.17,-,-,"approved / 1.166794 USDC",2025-08-13 05:00:00
NXT2K0iSwdsHwkjGaKrXqotP5,Interest,NEXO,0.03701279,NEXO,0.03701279,$0.05,-,-,"approved / NEXO Interest Earned",2025-08-13 05:00:00
NXTz3rdVfaERctEr0KqcedGG,Interest,NEXO,0.72839603,NEXO,0.72839603,$0.99,-,-,"approved / 0.844947467633273301 EURX",2025-08-13 05:00:00
NXT6aUGbAhtLwtH8AV3QrH13t,Interest,NEXO,0.03683760,NEXO,0.03683760,$0.05,-,-,"approved / NEXO Interest Earned",2025-08-12 05:00:00
NXT6D5xa3rM9GSqTBm3Wm4IWp,Interest,NEXO,0.86542823,NEXO,0.86542823,$1.17,-,-,"approved / 1.166794 USDC",2025-08-12 05:00:00
NXT5dqKwhwrklrZ6x0Xhgpxge,Interest,NEXO,0.72805774,NEXO,0.72805774,$0.98,-,-,"approved / 0.844947467633273301 EURX",2025-08-12 05:00:00
NXT7Zi49Qtspszd7in99QvKbF,Interest,NEXO,0.03666506,NEXO,0.03666506,$0.05,-,-,"approved / NEXO Interest Earned",2025-08-11 05:00:00
NXT6QozsVTkI0pucjEemxJRBd,Interest,NEXO,0.71618539,NEXO,0.71618539,$0.98,-,-,"approved / 0.839867163530922393 EURX",2025-08-11 05:00:00
NXT5efOnLi5Z8kCBforREqat4,Interest,NEXO,0.85270319,NEXO,0.85270319,$1.17,-,-,"approved / 1.166794 USDC",2025-08-11 05:00:00
NXT2s062c2AQey8fzZkBj6km0,Exchange Cashback,EURX,0.03400494,EURX,0.03400494,$0.04,-,-,"approved / 0.1 % on top of your Exchange transaction",2025-08-10 22:43:56
NXT7DbuSEwJJX3eGHBvoekFaS,Exchange,USDC,-41.00000000,EURX,34.00494234,$39.65,0.99023000,USDC,"approved / Exchange USD Coin to EURX",2025-08-10 22:43:55
NXT5MOPuCDyIUQRG1OvG4y0F1,Exchange,USDT,-40.64320600,USDC,40.65011600,$40.64,-,-,"approved / Exchange Tether to USD Coin",2025-08-10 19:29:59
NXT1anV33QsnaiRqM64Mhrbu7,Top up Crypto,USDT,40.64320600,USDT,40.64320600,$40.65,-,-,"approved / 0x7b1a3989f1c62513bde797366573a104c7a1a4017b1b4d6f71ec92971f728e38",2025-08-10 19:27:46
NXT6cehGQ5arLaDpeuRx6Mi1o,Interest,NEXO,0.48737471,NEXO,0.48737471,$0.66,-,-,"approved / 0.563156786902744269 EURX",2025-08-10 05:00:00
NXT1k08RLNSnj2KnUxk2BqDSJ,Interest,NEXO,0.86360108,NEXO,0.86360108,$1.17,-,-,"approved / 1.166875 USDC",2025-08-10 05:00:00
NXTJ7n6oOnfDtyth7oUs42fz,Interest,NEXO,0.03651597,NEXO,0.03651597,$0.05,-,-,"approved / NEXO Interest Earned",2025-08-10 05:00:00
NXT6sm9XRzebAe7WPFtzFEgmb,Exchange Cashback,EURX,1.83602687,EURX,1.83602687,$2.15,-,-,"approved / 0.1 % on top of your Exchange transaction",2025-08-09 21:08:07
NXT3Xh1E2JU4NdZrJqdDKseja,Exchange,USDT,-2160.00000000,EURX,1836.02687040,$2146.42,-,-,"approved / Exchange Tether to EURX",2025-08-09 21:08:06
NXT2EHw9iAbvvmuY8WSUporiU,Top up Crypto,USDT,2160.00000000,USDT,2160.00000000,$2160.34,-,-,"approved / 0xbdf850d71807350a3b11e672f650554e8a89675398519064fe67139aff630f69",2025-08-09 20:27:27
NXT6PzT3TiBNgztggJJNxxCi0,Interest,NEXO,0.48808536,NEXO,0.48808536,$0.66,-,-,"approved / 0.562880125377441006 EURX",2025-08-09 05:00:00
NXT348u93Qfh1MRepykNU4Epy,Interest,NEXO,0.86801517,NEXO,0.86801517,$1.17,-,-,"approved / 1.166875 USDC",2025-08-09 05:00:00
NXT2Bue54qhNxVNKknEhzx9tl,Interest,NEXO,0.03636633,NEXO,0.03636633,$0.05,-,-,"approved / NEXO Interest Earned",2025-08-09 05:00:00
NXT1nD9Nypj4hgSNVAEtcHXhg,Interest,NEXO,0.03636237,NEXO,0.03636237,$0.05,-,-,"approved / NEXO Interest Earned",2025-08-08 05:00:00
NXTlDl9AS4WVBIGkPGo6s7u4,Interest,NEXO,0.00048831,NEXO,0.00048831,$0.00,-,-,"approved / 0.000563210443916421 EURX",2025-08-08 05:00:00
NXT4gTBGWjLvPOpaXJkoOje0w,Top up Crypto,BNB,0.00000010,BNB,0.00000010,$0.00,-,-,"approved / 0xc4803f076fc51708077918a3eaaff225d9a818fba7b693764fb4324e47fc5801",2025-08-07 11:34:08
NXT2WMCcpbqAhvldRu6QPBzhL,Top up Crypto,BNB,0.00000010,BNB,0.00000010,$0.00,-,-,"approved / 0xb72ed59159bc6633200da5354453c01d86a3c7be2dfb38803faae01e2ec5210b",2025-08-07 11:34:05
NXT40FAbzUHW5G8ofAG8E3CYa,Top up Crypto,BNB,0.00000010,BNB,0.00000010,$0.00,-,-,"approved / 0xa699b2cd7d26ccf72091b9f1c7198eef14b511fecf5b02d369c33e913a023be0",2025-08-07 11:34:03
NXT5PYimo9PU7LhhC6A32BmM8,Exchange Cashback,EURX,3.73174031,EURX,3.73174031,$4.35,-,-,"approved / 0.1 % on top of your Exchange transaction",2025-08-07 11:17:41
NXT1HeZFvyA5jEdo9KrHpZZrk,Exchange,USDT,-4395.00010000,EURX,3731.74030665,$4350.53,-,-,"approved / Exchange Tether to EURX",2025-08-07 11:17:40
NXT5XwOmG6Y5tZfkxb0FXRWlb,Exchange,USDT,-10.00000000,USDC,10.00100000,$10.00,-,-,"approved / Exchange Tether to USD Coin",2025-08-07 11:17:19
NXTldzi3TXzUtYYbBPUCZS1X,Exchange,USDT,-5000.00000000,USDC,5000.70009800,$4999.78,-,-,"approved / Exchange Tether to USD Coin",2025-08-07 11:16:23
NXTsSru2yvdc45YBYVWV92ZN,Top up Crypto,USDT,9405.00010000,USDT,9405.00010000,$9406.39,-,-,"approved / 0xcbb7ab32819c284f94e90d423849ab018195a2279889fb1e2e96a5ccbc332ff3",2025-08-07 11:12:56
NXT5gBe0MEYcYKquMGOr7d4ki,Withdraw Exchanged,EUR,-2313.56000000,EUR,2313.56000000,$2676.38,-,-,"approved / EUR withdrawal",2025-08-02 09:59:28
NXT2WFNWizVYcvZHoOpdizlR6,Exchange To Withdraw,EURX,2318.56000000,EUR,2313.56000000,$2682.13,5.00000000,EURX,"approved / EURX to EUR",2025-08-02 09:59:10
NXT71dKFfmSFN9jENBm6Qi57A,Exchange,USDT,-2715.86737000,EURX,2318.56592978,$2682.16,-,-,"approved / Exchange Tether to EURX",2025-08-02 09:57:25
NXT4THT0NvqPgNjwBuYnhc0fN,Top up Crypto,USDT,2715.86737000,USDT,2715.86737000,$2715.03,-,-,"approved / 0x34af2920a739806115abf15ef9bece9a0ba503adf576fbbe14587585832bfb61",2025-08-02 08:16:37
NXTcxlSPJJTtnl10A0AkhlvN,Exchange,EURX,-0.00106992,NEXO,0.00093548,$0.00,-,-,"approved / Convert Small Balances / Exchange EURX to NEXO Token",2025-08-02 07:55:21
NXT6UhVRXLPhNah4WglPafcUr,Withdraw Exchanged,EUR,-1875.36000000,EUR,1875.36000000,$2125.93,-,-,"approved / EUR withdrawal",2025-05-30 13:16:29
NXTVzid9KztPFLiNuZkQM9rE,Exchange To Withdraw,EURX,1880.36000000,EUR,1875.36000000,$2132.18,5.00000000,EURX,"approved / EURX to EUR",2025-05-30 13:15:39
NXT1Tex1ZZWnOrK49IaSEkr7W,Exchange,USDT,-2154.48607100,EURX,1880.35796744,$2132.81,-,-,"approved / Exchange Tether to EURX",2025-05-30 12:59:44
NXT7ZYPvZc2abgqzcgBI70L7x,Top up Crypto,USDT,2154.48607100,USDT,2154.48607178,$2154.81,-,-,"approved / 0xa7d3417006165246d1cd0c111b3cb1f356886451da8be1c9852543833df2b8ce",2025-05-30 12:58:08
NXT2V95NuLyB4BXBg4fnv4tRU,Interest,NEXO,0.03635836,NEXO,0.03635836,$0.04,-,-,"approved / NEXO Interest Earned",2025-04-13 05:00:00
NXT7Z7XLE9B5vWMfdd1NYVlku,Interest,NEXO,0.03635446,NEXO,0.03635446,$0.04,-,-,"approved / NEXO Interest Earned",2025-04-12 05:00:00
NXT4QBBKTq6aIR9ZVn54LmHqW,Interest,NEXO,0.03635055,NEXO,0.03635055,$0.04,-,-,"approved / NEXO Interest Earned",2025-04-11 05:00:00
NXTB1NazOP3OjWbbLkSGkDal,Interest,NEXO,0.03634664,NEXO,0.03634664,$0.04,-,-,"approved / NEXO Interest Earned",2025-04-10 05:00:00
NXT5s6PvGv5RuV7ditDxa1LtS,Interest,NEXO,0.03634274,NEXO,0.03634274,$0.03,-,-,"approved / NEXO Interest Earned",2025-04-09 05:00:00
NXT2S6dw80vL7L2YGT3EszNJu,Interest,NEXO,0.03633883,NEXO,0.03633883,$0.04,-,-,"approved / NEXO Interest Earned",2025-04-08 05:00:00
NXTueKCHelb9vToddFNfDkq,Withdraw Exchanged,EUR,-1179.15000000,EUR,1179.15000000,$1290.82,-,-,"approved / EUR withdrawal",2025-04-07 11:19:07
NXT4RFCAO1FSWns5tng5dsxMF,Exchange To Withdraw,EURX,1179.15000000,EUR,1179.15000000,$1290.92,-,-,"approved / EURX to EUR",2025-04-07 11:18:48
NXT20AapkeAu12gygkdrgFAqx,Exchange Cashback,EURX,5.86638468,EURX,5.86638468,$6.42,-,-,"approved / 0.5 % on top of your Exchange transaction",2025-04-07 11:16:17
NXT6laKoClsdpzAFEUnjIUdv4,Exchange,USDT,-1300.00000000,EURX,1173.27693600,$1284.40,-,-,"approved / Exchange Tether to EURX",2025-04-07 11:16:16
NXT7EMZv9crkQ3CDThRXuXRHP,Interest,NEXO,0.03633493,NEXO,0.03633493,$0.04,-,-,"approved / NEXO Interest Earned",2025-04-07 05:00:00
NXT78yFHkR89Db7ykkWyPhUq0,Withdrawal,AVAX,-250.29700000,AVAX,250.29700000,$4288.88,-,-,"approved / AVAX withdrawal",2025-04-06 12:46:11
NXT5VzSL1BmEqo2cs08qxq2s9,Interest,NEXO,0.57748596,NEXO,0.57748596,$0.61,-,-,"approved / 0.03428725 AVAX",2025-04-06 05:00:00
NXT4BnHjOdR1IVTOJSBb7ZSfI,Interest,NEXO,0.03626898,NEXO,0.03626898,$0.04,-,-,"approved / NEXO Interest Earned",2025-04-06 05:00:00
NXT3p4BQXjAKqTJlZq4FnvMr6,Interest,NEXO,0.57238254,NEXO,0.57238254,$0.62,-,-,"approved / 0.03428725 AVAX",2025-04-05 05:00:00
NXT32FDjmnYxrE0cwYjMlC5H8,Interest,NEXO,0.03620358,NEXO,0.03620358,$0.04,-,-,"approved / NEXO Interest Earned",2025-04-05 05:00:00
NXT6VgQ1ULUM1uoErscyvWEtb,Interest,NEXO,0.58527633,NEXO,0.58527633,$0.62,-,-,"approved / 0.03428725 AVAX",2025-04-04 05:00:00
NXT3mME86lQpLIj8W025gh2v3,Interest,NEXO,0.03613680,NEXO,0.03613680,$0.04,-,-,"approved / NEXO Interest Earned",2025-04-04 05:00:00
NXT1gWwXtpxsYsK4lLyxOHkMy,Interest,NEXO,0.59063559,NEXO,0.59063559,$0.62,-,-,"approved / 0.03428725 AVAX",2025-04-03 05:00:00
NXT1UIm4AT95dwUASez8A0TIO,Interest,NEXO,0.03606946,NEXO,0.03606946,$0.04,-,-,"approved / NEXO Interest Earned",2025-04-03 05:00:00
NXT5SmdSHW2c57iDXEZ2BOLSk,Interest,NEXO,0.62680709,NEXO,0.62680709,$0.68,-,-,"approved / 0.03428725 AVAX",2025-04-02 05:00:00
NXT1GsAoP5M99Q7z4CpD9r0OM,Interest,NEXO,0.03599823,NEXO,0.03599823,$0.04,-,-,"approved / NEXO Interest Earned",2025-04-02 05:00:00
NXTlH2tLxiW5PYWz5kGnuRPs,Withdrawal,USDT,-8700.00000000,USDT,8700.00000000,$8699.52,-,-,"approved / USDT withdrawal",2025-04-01 19:38:06
NXT5S3oui1EZ0yjN5xkyCx0jJ,Interest,NEXO,0.44538091,NEXO,0.44538091,$0.48,-,-,"approved / 0.02571543 AVAX",2025-04-01 05:00:00
NXT26DZ6HArIVQIqkcVnrUxX1,Interest,NEXO,0.03594651,NEXO,0.03594651,$0.04,-,-,"approved / NEXO Interest Earned",2025-04-01 05:00:00
NXT7N4U17htvNG9nXGgKkeAfZ,Interest,NEXO,0.03563226,NEXO,0.03563226,$0.04,-,-,"approved / NEXO Interest Earned",2025-03-31 05:00:00
NXT3gldaOgkyq4OXWN6ywKgzM,Interest,NEXO,0.45368658,NEXO,0.45368658,$0.49,-,-,"approved / 0.02571543 AVAX",2025-03-31 05:00:00
NXTYXWXP8CLfC2EXVyJgOp71,Interest,NEXO,2.43502226,NEXO,2.43502226,$2.60,-,-,"approved / 2.602739 USDT",2025-03-31 05:00:00
NXT5YuRHD6YIn5fsbEuKpY1Vv,Interest,NEXO,2.40797838,NEXO,2.40797838,$2.60,-,-,"approved / 2.602739 USDT",2025-03-30 05:00:00
NXT2JCoDbFDA2B6PnBVGL4z5C,Interest,NEXO,0.46629379,NEXO,0.46629379,$0.50,-,-,"approved / 0.02571543 AVAX",2025-03-30 05:00:00
NXT26K9dqmDWGbCXyXEPuI7dF,Interest,NEXO,0.03531959,NEXO,0.03531959,$0.04,-,-,"approved / NEXO Interest Earned",2025-03-30 05:00:00
NXT3dH8UGDzRn9j2In2wE13xU,Interest,NEXO,0.46691909,NEXO,0.46691909,$0.52,-,-,"approved / 0.02571543 AVAX",2025-03-29 06:00:00
NXT1ZoEFdOn8v4nOjWhfGEoHH,Interest,NEXO,0.03501630,NEXO,0.03501630,$0.04,-,-,"approved / NEXO Interest Earned",2025-03-29 06:00:00
NXTTxhD4RfYBBIbDHGQMYQwE,Interest,NEXO,2.32045932,NEXO,2.32045932,$2.60,-,-,"approved / 2.602739 USDT",2025-03-29 06:00:00
NXT7cnYvFjXZPWRMBItE2o3LS,Interest,NEXO,2.22629930,NEXO,2.22629930,$2.60,-,-,"approved / 2.602739 USDT",2025-03-28 06:00:00
NXT6vBBFS6oB0g56dwtETehqz,Interest,NEXO,0.03472127,NEXO,0.03472127,$0.04,-,-,"approved / NEXO Interest Earned",2025-03-28 06:00:00
NXT2qodXvb4h1sOVkMy11hUkc,Interest,NEXO,0.48444648,NEXO,0.48444648,$0.57,-,-,"approved / 0.02571543 AVAX",2025-03-28 06:00:00
NXT69XxOKPyXh1iI18EMHRvHM,Interest,NEXO,0.48635618,NEXO,0.48635618,$0.57,-,-,"approved / 0.02571543 AVAX",2025-03-27 06:00:00
NXT2pJ8AVR4SkqUcFrD8ezvJI,Interest,NEXO,2.23297880,NEXO,2.23297880,$2.60,-,-,"approved / 2.602739 USDT",2025-03-27 06:00:00
NXT1GelJnmF3FdWoG0BFR8hn6,Interest,NEXO,0.03442536,NEXO,0.03442536,$0.04,-,-,"approved / NEXO Interest Earned",2025-03-27 06:00:00
NXT5bE6FbEzCtGKIas9Y8uzfV,Interest,NEXO,0.50329151,NEXO,0.50329151,$0.59,-,-,"approved / 0.02571543 AVAX",2025-03-26 06:00:00
NXT3FNH2LMoeqiN4vyWWpbGuG,Interest,NEXO,0.03412862,NEXO,0.03412862,$0.04,-,-,"approved / NEXO Interest Earned",2025-03-26 06:00:00
NXT1d3O65h0Eo4Ye0NWEV10VX,Interest,NEXO,2.22397643,NEXO,2.22397643,$2.60,-,-,"approved / 2.602739 USDT",2025-03-26 06:00:00
NXT42qFnpJLJUA5pf2hjI2n0d,Interest,NEXO,0.47572197,NEXO,0.47572197,$0.55,-,-,"approved / 0.02571543 AVAX",2025-03-25 06:00:00
NXT2zRvIAvwCx3TKqAbrFJpOG,Interest,NEXO,0.03383305,NEXO,0.03383305,$0.04,-,-,"approved / NEXO Interest Earned",2025-03-25 06:00:00
NXT2sRT16pubvHUYc5PnTJ385,Interest,NEXO,2.24091551,NEXO,2.24091551,$2.60,-,-,"approved / 2.602739 USDT",2025-03-25 06:00:00
NXT5AMb1YFULINZnYR4tHzg2a,Interest,NEXO,0.03353705,NEXO,0.03353705,$0.04,-,-,"approved / NEXO Interest Earned",2025-03-24 06:00:00
NXT4Z8FCErTqapRVxAr0I0Vye,Interest,NEXO,2.27553080,NEXO,2.27553080,$2.60,-,-,"approved / 2.602739 USDT",2025-03-24 06:00:00
NXTEFp2KAXhgNIpkKN19YAly,Interest,NEXO,0.44546021,NEXO,0.44546021,$0.51,-,-,"approved / 0.02571543 AVAX",2025-03-24 06:00:00
NXT6anDfvB3gQPU8OlD2me2GG,Interest,NEXO,2.29090028,NEXO,2.29090028,$2.60,-,-,"approved / 2.602739 USDT",2025-03-23 06:00:00
NXT1z01vWCGnF3UFvYG5bpZyl,Interest,NEXO,0.03324004,NEXO,0.03324004,$0.04,-,-,"approved / NEXO Interest Earned",2025-03-23 06:00:00
NXT1I2xazzRk1rAGbjX16kBWQ,Interest,NEXO,0.43975286,NEXO,0.43975286,$0.50,-,-,"approved / 0.02571543 AVAX",2025-03-23 06:00:00
NXT7Hk4z5YczIk5qXAmtTdcIb,Interest,NEXO,0.03294066,NEXO,0.03294066,$0.04,-,-,"approved / NEXO Interest Earned",2025-03-22 06:00:00
NXT5vVzeSOfL8mioZjJCTOIpM,Interest,NEXO,0.43866908,NEXO,0.43866908,$0.49,-,-,"approved / 0.02571543 AVAX",2025-03-22 06:00:00
NXT2WW1X7kmBt97X2dUMYJ00G,Interest,NEXO,2.31436647,NEXO,2.31436647,$2.60,-,-,"approved / 2.602739 USDT",2025-03-22 06:00:00
NXT7RBNlRfqoj4WGoBnHN4Nfk,Interest,NEXO,0.43602210,NEXO,0.43602210,$0.48,-,-,"approved / 0.02571543 AVAX",2025-03-21 06:00:00
NXT6C8TPfPlkzLkYM85K6uLMx,Interest,NEXO,2.35407629,NEXO,2.35407629,$2.60,-,-,"approved / 2.602739 USDT",2025-03-21 06:00:00
NXT4tYKexFxupuxkSJORkBNDo,Interest,NEXO,0.03263733,NEXO,0.03263733,$0.04,-,-,"approved / NEXO Interest Earned",2025-03-21 06:00:00
NXT7AX2i7nBHvEzGOOH0CS1TM,Interest,NEXO,0.45002529,NEXO,0.45002529,$0.51,-,-,"approved / 0.02571543 AVAX",2025-03-20 06:00:00
NXT6e7N7AwbpbRF8ukoEusebD,Interest,NEXO,2.30807037,NEXO,2.30807037,$2.60,-,-,"approved / 2.602739 USDT",2025-03-20 06:00:00
NXT3wrmJBrecXsl7YguZYvL42,Interest,NEXO,0.03233747,NEXO,0.03233747,$0.04,-,-,"approved / NEXO Interest Earned",2025-03-20 06:00:00
NXT5lLMn5pvjqbtxIcSVM0op3,Interest,NEXO,0.03203150,NEXO,0.03203150,$0.04,-,-,"approved / NEXO Interest Earned",2025-03-19 06:00:00
NXT5dFIIlTL3cbu6Yq2lsTwDT,Interest,NEXO,2.37074417,NEXO,2.37074417,$2.60,-,-,"approved / 2.602739 USDT",2025-03-19 06:00:00
NXT3ceRW19xKAhoiIc1h6YALN,Interest,NEXO,0.44456372,NEXO,0.44456372,$0.49,-,-,"approved / 0.02571543 AVAX",2025-03-19 06:00:00
NXT6PHaBWI7wQApSY1dN5jHVG,Interest,NEXO,2.39944421,NEXO,2.39944421,$2.60,-,-,"approved / 2.602739 USDT",2025-03-18 06:00:00
NXT5k3b1H8RLxN0ozk4m1RJjV,Interest,NEXO,0.03172229,NEXO,0.03172229,$0.03,-,-,"approved / NEXO Interest Earned",2025-03-18 06:00:00
NXT3W9jaAM43gPvRt77j730Kw,Interest,NEXO,0.44625987,NEXO,0.44625987,$0.48,-,-,"approved / 0.02571543 AVAX",2025-03-18 06:00:00
NXT7RoZya42uFBCrXy5UWeex9,Interest,NEXO,2.47741524,NEXO,2.47741524,$2.60,-,-,"approved / 2.602739 USDT",2025-03-17 06:00:00
NXT27cJExgQEiKAIUdhdxy79A,Interest,NEXO,0.03140467,NEXO,0.03140467,$0.03,-,-,"approved / NEXO Interest Earned",2025-03-17 06:00:00
NXTlsBrtUYpNgkvUj68muJex,Interest,NEXO,0.44695846,NEXO,0.44695846,$0.47,-,-,"approved / 0.02571543 AVAX",2025-03-17 06:00:00
NXT5ZO2BhvTzIBKuxgePuUHvm,Interest,NEXO,0.03109317,NEXO,0.03109317,$0.03,-,-,"approved / NEXO Interest Earned",2025-03-16 06:00:00
NXT3YIu6YtKqgRRVWogM0eE69,Interest,NEXO,0.46120263,NEXO,0.46120263,$0.50,-,-,"approved / 0.02571543 AVAX",2025-03-16 06:00:00
NXT2GLpu5RJTRBD8a4qLB2pfZ,Interest,NEXO,2.40641342,NEXO,2.40641342,$2.60,-,-,"approved / 2.602739 USDT",2025-03-16 06:00:00
NXT7h2VV1xRCN4M3ieNs8z6xu,Interest,NEXO,0.44325135,NEXO,0.44325135,$0.48,-,-,"approved / 0.02571543 AVAX",2025-03-15 06:00:00
NXT5dSFz6cT8AtKVD1F0SzBSG,Interest,NEXO,0.03078263,NEXO,0.03078263,$0.03,-,-,"approved / NEXO Interest Earned",2025-03-15 06:00:00
NXT2lIDjfLBaUOnz9M9T3lwS9,Interest,NEXO,2.41583023,NEXO,2.41583023,$2.60,-,-,"approved / 2.602739 USDT",2025-03-15 06:00:00
NXT5k9XGLEIyU2wQOZpHruxrA,Interest,NEXO,0.45279261,NEXO,0.45279261,$0.48,-,-,"approved / 0.02571543 AVAX",2025-03-14 06:00:00
NXT4usCRO5c3luIExFgTPJzYx,Interest,NEXO,0.03046457,NEXO,0.03046457,$0.03,-,-,"approved / NEXO Interest Earned",2025-03-14 06:00:00
NXT1plMFsq1zxel8i12P2YYhe,Interest,NEXO,2.47653063,NEXO,2.47653063,$2.60,-,-,"approved / 2.602739 USDT",2025-03-14 06:00:00
NXT6uElRhvd6ebf6yYUTpRHd8,Interest,NEXO,0.45485307,NEXO,0.45485307,$0.49,-,-,"approved / 0.02571543 AVAX",2025-03-13 06:00:00
NXT2WsxsYCHNrjXdm9boa1eXg,Interest,NEXO,0.03015096,NEXO,0.03015096,$0.03,-,-,"approved / NEXO Interest Earned",2025-03-13 06:00:00
NXT1vcXCQIJTUHasjjS3003e3,Interest,NEXO,2.43335559,NEXO,2.43335559,$2.60,-,-,"approved / 2.602739 USDT",2025-03-13 06:00:00
NXT6P6WTxGd7S7ZsMilrRAzws,Interest,NEXO,0.02983115,NEXO,0.02983115,$0.03,-,-,"approved / NEXO Interest Earned",2025-03-12 06:00:00
NXT2wm0ARMThRsW8O2P1vq3HQ,Interest,NEXO,0.43451078,NEXO,0.43451078,$0.45,-,-,"approved / 0.02571543 AVAX",2025-03-12 06:00:00
NXT2sqAmtMsySel0RvNHZKBdR,Interest,NEXO,2.51181231,NEXO,2.51181231,$2.60,-,-,"approved / 2.602739 USDT",2025-03-12 06:00:00
NXT5YvNCzgLHAYZJZCcUMXXIo,Withdraw Exchanged,EUR,-10000.00000000,EUR,10000.00000000,$10903.94,-,-,"approved / EUR withdrawal",2025-03-11 14:31:49
NXT10EiMBboUglYyeG9WC32g5,Exchange To Withdraw,EURX,10005.00000000,EUR,10000.00000000,$10933.66,5.00000000,EURX,"approved / EURX to EUR",2025-03-11 13:44:20
NXT3rQb8CyiCNihN0i08FWOSR,Interest,NEXO,0.02932326,NEXO,0.02932326,$0.03,-,-,"approved / NEXO Interest Earned",2025-03-11 06:00:00
NXT1zXJ9576xuiEL16rKaAqlB,Interest,NEXO,2.62587379,NEXO,2.62587379,$2.60,-,-,"approved / 2.602739 USDT",2025-03-11 06:00:00
NXTcWA5Pyr0k8hsLDRa4gWnk,Interest,NEXO,1.64929947,NEXO,1.64929947,$1.63,-,-,"approved / 1.507603898469726600 EURX",2025-03-11 06:00:00
NXTQZumJsNEEA9urQl0UAj7d,Interest,NEXO,0.42184034,NEXO,0.42184034,$0.42,-,-,"approved / 0.02571543 AVAX",2025-03-11 06:00:00
