Transaction,Type,Input Currency,Input Amount,Output Currency,Output Amount,USD Equivalent,Fee,Fee Currency,Details,Date / Time (UTC)
NXT74ojcvtdRv1AZUSZCjfW4R,Interest,NEXO,0.02884880,NEXO,0.02884880,$0.03,-,-,"approved / NEXO Interest Earned",2025-03-10 06:00:00
NXT4sVwQwGHG52GkqtKkBQcCc,Interest,NEXO,1.52752710,NEXO,1.52752710,$1.64,-,-,"approved / 1.507603898469726600 EURX",2025-03-10 06:00:00
NXT1VCiDCBvJD2XwmZ5ax3qnS,Interest,NEXO,2.42777098,NEXO,2.42777098,$2.60,-,-,"approved / 2.602739 USDT",2025-03-10 06:00:00
NXT1R8IkPK6vCoN6wnXcD5ohd,Interest,NEXO,0.43104722,NEXO,0.43104722,$0.46,-,-,"approved / 0.02571543 AVAX",2025-03-10 06:00:00
NXT72cSWUtnftfKwUATiBxnpd,Interest,NEXO,1.40290369,NEXO,1.40290369,$1.63,-,-,"approved / 1.507603898469726600 EURX",2025-03-09 06:00:00
NXT5LfOisGMaJ8aCkFkfPXjtK,Interest,NEXO,0.02840598,NEXO,0.02840598,$0.03,-,-,"approved / NEXO Interest Earned",2025-03-09 06:00:00
NXT4BqafawrCGrFdp0c7qiCjE,Interest,NEXO,2.23657153,NEXO,2.23657153,$2.60,-,-,"approved / 2.602739 USDT",2025-03-09 06:00:00
NXT21nDfwI0TmkHwzmpUowNde,Interest,NEXO,0.45288832,NEXO,0.45288832,$0.53,-,-,"approved / 0.02571543 AVAX",2025-03-09 06:00:00
NXT6nOcb0C28kcWHioap289sK,Interest,NEXO,1.44287528,NEXO,1.44287528,$1.63,-,-,"approved / 1.507603898469726600 EURX",2025-03-08 06:00:00
NXT6IRdUY8UtYOYSIRKJc86yt,Interest,NEXO,2.29991400,NEXO,2.29991400,$2.60,-,-,"approved / 2.602739 USDT",2025-03-08 06:00:00
NXT5N0JRO6wBjuDfqYTi8sxAX,Interest,NEXO,0.02795162,NEXO,0.02795162,$0.03,-,-,"approved / NEXO Interest Earned",2025-03-08 06:00:00
NXT4jUTtfcoKeWKEfWzWTnSSE,Interest,NEXO,0.45749233,NEXO,0.45749233,$0.52,-,-,"approved / 0.02571543 AVAX",2025-03-08 06:00:00
NXT7QNqrCnu46qxyq1OUxqHRJ,Interest,NEXO,2.26917109,NEXO,2.26917109,$2.60,-,-,"approved / 2.602739 USDT",2025-03-07 06:00:00
NXT5ydG4PDPFx1BYd2H04dg7x,Interest,NEXO,1.41709083,NEXO,1.41709083,$1.63,-,-,"approved / 1.507603898469726600 EURX",2025-03-07 06:00:00
NXTCAy0ZhxMLu3CKl25RMTNh,Interest,NEXO,0.47072957,NEXO,0.47072957,$0.54,-,-,"approved / 0.02571543 AVAX",2025-03-07 06:00:00
NXT2iplySYyGPNKzlkOMx9pT,Interest,NEXO,0.02750195,NEXO,0.02750195,$0.03,-,-,"approved / NEXO Interest Earned",2025-03-07 06:00:00
NXT60C7JJkbG1p5TuD97YcIY2,Interest,NEXO,0.02705759,NEXO,0.02705759,$0.03,-,-,"approved / NEXO Interest Earned",2025-03-06 06:00:00
NXT4GpImntAxNpzQOzfy8UzgI,Interest,NEXO,2.23302105,NEXO,2.23302105,$2.60,-,-,"approved / 2.602739 USDT",2025-03-06 06:00:00
NXT1vGKoZKUN9JziMJ8DzU0N6,Interest,NEXO,0.47941713,NEXO,0.47941713,$0.56,-,-,"approved / 0.02571543 AVAX",2025-03-06 06:00:00
NXT1fdJRU9Q2c3JPC6exG3K1B,Interest,NEXO,1.39569842,NEXO,1.39569842,$1.63,-,-,"approved / 1.507603898469726600 EURX",2025-03-06 06:00:00
NXT6u38XTjWoIeHVwif1teYA9,Interest,NEXO,1.40382169,NEXO,1.40382169,$1.60,-,-,"approved / 1.507603898469726600 EURX",2025-03-05 06:00:00
NXT5ZrdGfg5Xx69AQfExfhfhk,Interest,NEXO,2.28208343,NEXO,2.28208343,$2.60,-,-,"approved / 2.602739 USDT",2025-03-05 06:00:00
NXT1a0Cy8SsqnMGNEGAT3c33c,Interest,NEXO,0.02661019,NEXO,0.02661019,$0.03,-,-,"approved / NEXO Interest Earned",2025-03-05 06:00:00
NXTnnf0dCWgaBnC3emCKel3Z,Interest,NEXO,0.45092696,NEXO,0.45092696,$0.51,-,-,"approved / 0.02571543 AVAX",2025-03-05 06:00:00
NXT4CrqVeBhA8y7dr9H4frUKR,Interest,NEXO,2.22466229,NEXO,2.22466229,$2.60,-,-,"approved / 2.602739 USDT",2025-03-04 06:00:00
NXT36PdBmMdDIZ4Hg6F4DQjFW,Interest,NEXO,0.46058627,NEXO,0.46058627,$0.54,-,-,"approved / 0.02571543 AVAX",2025-03-04 06:00:00
NXT2xB6SPxgsUGDcJ4mAh5AHm,Interest,NEXO,0.02617360,NEXO,0.02617360,$0.03,-,-,"approved / NEXO Interest Earned",2025-03-04 06:00:00
NXTleyg2UzJHlJfScfqCLie3,Interest,NEXO,1.35139485,NEXO,1.35139485,$1.58,-,-,"approved / 1.507603898469726600 EURX",2025-03-04 06:00:00
NXT6su9ke5z7JxcGzFWTux6X8,Interest,NEXO,0.02575756,NEXO,0.02575756,$0.03,-,-,"approved / NEXO Interest Earned",2025-03-03 06:00:00
NXT5Ds99qXOSfYTxF8lLTflt1,Interest,NEXO,0.51296575,NEXO,0.51296575,$0.64,-,-,"approved / 0.02571543 AVAX",2025-03-03 06:00:00
NXT3caJCI4h4E1sJveJCDAHkH,Interest,NEXO,1.25325907,NEXO,1.25325907,$1.57,-,-,"approved / 1.507603898469726600 EURX",2025-03-03 06:00:00
NXT1G9Yo1AGK9WgF9Wa0jQCrH,Interest,NEXO,2.07953739,NEXO,2.07953739,$2.60,-,-,"approved / 2.602739 USDT",2025-03-03 06:00:00
NXT3rJ5aiXqyWyWURQfpuXkUf,Interest,NEXO,0.49633065,NEXO,0.49633065,$0.56,-,-,"approved / 0.02571543 AVAX",2025-03-02 06:00:00
NXT31hpeBIdJLfkZTO5ACBk4K,Interest,NEXO,0.02530644,NEXO,0.02530644,$0.03,-,-,"approved / NEXO Interest Earned",2025-03-02 06:00:00
NXT2dIX3lEtSApybcTZUeKx8d,Interest,NEXO,1.37932524,NEXO,1.37932524,$1.56,-,-,"approved / 1.507603898469726600 EURX",2025-03-02 06:00:00
NXT19kFwzC9jyalsngQooJ6SD,Interest,NEXO,2.29714286,NEXO,2.29714286,$2.60,-,-,"approved / 2.602739 USDT",2025-03-02 06:00:00
NXT79CZcyOHMUvXxaKBDPOHLE,Interest,NEXO,0.02488443,NEXO,0.02488443,$0.03,-,-,"approved / NEXO Interest Earned",2025-03-01 06:00:00
NXT1Pe2u29aCs5S2Ex5aJEtFK,Interest,NEXO,1.27607273,NEXO,1.27607273,$1.42,-,-,"approved / 1.370549271472745504 EURX",2025-03-01 06:00:00
NXT1GDMiv8iXK6gytR1kmclCz,Interest,NEXO,0.41307804,NEXO,0.41307804,$0.46,-,-,"approved / 0.02057233 AVAX",2025-03-01 06:00:00
NXTZokSc1v9OASfKll0LWJlY,Interest,NEXO,2.21311017,NEXO,2.21311017,$2.47,-,-,"approved / 2.465753 USDT",2025-03-01 06:00:00
NXT35jm8GZl0T1gFMNtRGl3MD,Interest,NEXO,2.12232442,NEXO,2.12232442,$2.60,-,-,"approved / 2.602739 USDT",2025-02-28 06:00:00
NXT2mskQGG1KHBim6knU8LHVP,Interest,NEXO,0.47228511,NEXO,0.47228511,$0.58,-,-,"approved / 0.02571543 AVAX",2025-02-28 06:00:00
NXT2YxtXFO40Ft0RgOL6Twmt8,Interest,NEXO,1.27939703,NEXO,1.27939703,$1.57,-,-,"approved / 1.507603898469726600 EURX",2025-02-28 06:00:00
NXT22D37rfXyt9qidVTlDcYzy,Interest,NEXO,0.02446550,NEXO,0.02446550,$0.03,-,-,"approved / NEXO Interest Earned",2025-02-28 06:00:00
NXT7YMids4tYA2o6DMfkm8pV0,Interest,NEXO,2.15901934,NEXO,2.15901934,$2.60,-,-,"approved / 2.602739 USDT",2025-02-27 06:00:00
NXT1pPL93DAi4axctrXdta8Pn,Interest,NEXO,0.02403974,NEXO,0.02403974,$0.03,-,-,"approved / NEXO Interest Earned",2025-02-27 06:00:00
NXTqu9xiU5eplsZDHfJE4DQU,Interest,NEXO,0.46611013,NEXO,0.46611013,$0.56,-,-,"approved / 0.02571543 AVAX",2025-02-27 06:00:00
NXTHC7y4koeoIyFYQdplVIiQ,Interest,NEXO,1.31283197,NEXO,1.31283197,$1.58,-,-,"approved / 1.507603898469726600 EURX",2025-02-27 06:00:00
NXT7mxdPjA8aTsYiVhdYs7j4H,Interest,NEXO,2.07585675,NEXO,2.07585675,$2.60,-,-,"approved / 2.602739 USDT",2025-02-26 06:00:00
NXT7fYrHPsGr6aePuPU4Ynj4l,Interest,NEXO,0.45026459,NEXO,0.45026459,$0.56,-,-,"approved / 0.02571543 AVAX",2025-02-26 06:00:00
NXT68KsJ0MG4lByJki6HTFr9Y,Interest,NEXO,1.26554583,NEXO,1.26554583,$1.59,-,-,"approved / 1.507603898469726600 EURX",2025-02-26 06:00:00
NXT3ULNz2IfjJlj2s03HTI3hI,Interest,NEXO,0.02362975,NEXO,0.02362975,$0.03,-,-,"approved / NEXO Interest Earned",2025-02-26 06:00:00
NXT5TXt0MtfjY6pTMoY9iYsxu,Interest,NEXO,2.07108694,NEXO,2.07108694,$2.60,-,-,"approved / 2.602739 USDT",2025-02-25 06:00:00
NXT21zzilzIA4cYSPntvQdps6,Interest,NEXO,0.02322177,NEXO,0.02322177,$0.03,-,-,"approved / NEXO Interest Earned",2025-02-25 06:00:00
NXT1wypu7tuo6w1Nn4x2vNeht,Interest,NEXO,1.25453140,NEXO,1.25453140,$1.58,-,-,"approved / 1.507603898469726600 EURX",2025-02-25 06:00:00
NXT1GK5Gnwp4A7csgewJkGD0m,Interest,NEXO,0.44774790,NEXO,0.44774790,$0.56,-,-,"approved / 0.02571543 AVAX",2025-02-25 06:00:00
NXT7jxo8kHfdFBFJDAWpQRutA,Interest,NEXO,1.95292742,NEXO,1.95292742,$2.60,-,-,"approved / 2.602739 USDT",2025-02-24 06:00:00
NXT3WC0CDHrmlpsfXhym4MIKh,Interest,NEXO,1.18577892,NEXO,1.18577892,$1.58,-,-,"approved / 1.507603898469726600 EURX",2025-02-24 06:00:00
NXT1aI84uwHcdKEI3278Vu1tU,Interest,NEXO,0.02283050,NEXO,0.02283050,$0.03,-,-,"approved / NEXO Interest Earned",2025-02-24 06:00:00
NXThx2xbVLdgKJz9ZzbJ8e5l,Interest,NEXO,0.47961405,NEXO,0.47961405,$0.64,-,-,"approved / 0.02571543 AVAX",2025-02-24 06:00:00
NXT6HnHGvljyqkbmtUqFFxSAh,Interest,NEXO,1.94310150,NEXO,1.94310150,$2.60,-,-,"approved / 2.602739 USDT",2025-02-23 06:00:00
NXT68wxJvBT6k0KlbSQYliJrk,Interest,NEXO,0.49600826,NEXO,0.49600826,$0.66,-,-,"approved / 0.02571543 AVAX",2025-02-23 06:00:00
NXT3sgb4wWLa1qiG6spwj497O,Interest,NEXO,1.17731652,NEXO,1.17731652,$1.58,-,-,"approved / 1.507603898469726600 EURX",2025-02-23 06:00:00
NXTK1UPywbdKCIiuRUl50gmr,Interest,NEXO,0.02243946,NEXO,0.02243946,$0.03,-,-,"approved / NEXO Interest Earned",2025-02-23 06:00:00
NXT4MKvIWVnZwU4Nx1rgpHmGq,Interest,NEXO,0.02204986,NEXO,0.02204986,$0.03,-,-,"approved / NEXO Interest Earned",2025-02-22 06:00:00
NXT4IXtRpbsEhfA1OAE4zzpj3,Interest,NEXO,1.94979627,NEXO,1.94979627,$2.60,-,-,"approved / 2.602739 USDT",2025-02-22 06:00:00
NXT3WL7uPikK7ua2wLJBh5CCg,Interest,NEXO,1.18100106,NEXO,1.18100106,$1.58,-,-,"approved / 1.507603898469726600 EURX",2025-02-22 06:00:00
NXT23flOSXoXaaxHsTdkSy2dA,Interest,NEXO,0.47269698,NEXO,0.47269698,$0.63,-,-,"approved / 0.02571543 AVAX",2025-02-22 06:00:00
NXT62lXNfKXWHAMCGlWEnEdAY,Interest,NEXO,0.02166041,NEXO,0.02166041,$0.03,-,-,"approved / NEXO Interest Earned",2025-02-21 06:00:00
NXT4xbfWDQw2XdmabT2imxmfL,Interest,NEXO,0.48214755,NEXO,0.48214755,$0.65,-,-,"approved / 0.02571543 AVAX",2025-02-21 06:00:00
NXT3MeHBvcPKDhO72lxy1DLCQ,Interest,NEXO,1.94012658,NEXO,1.94012658,$2.60,-,-,"approved / 2.602739 USDT",2025-02-21 06:00:00
NXT19M7YCmRVotermAGdOg1b0,Interest,NEXO,1.18022264,NEXO,1.18022264,$1.58,-,-,"approved / 1.507603898469726600 EURX",2025-02-21 06:00:00
NXT6T7zegtUTHaLe9HAdecGha,Interest,NEXO,0.45744579,NEXO,0.45744579,$0.61,-,-,"approved / 0.02571543 AVAX",2025-02-20 06:00:00
NXT4MCgcQRzDeenEU55qLqp7L,Interest,NEXO,1.17907963,NEXO,1.17907963,$1.57,-,-,"approved / 1.507603898469726600 EURX",2025-02-20 06:00:00
NXT2myOkPaHVqxE2d0BVq19fW,Interest,NEXO,0.02127269,NEXO,0.02127269,$0.03,-,-,"approved / NEXO Interest Earned",2025-02-20 06:00:00
NXT1cbVksjQutjlw3D2CQAauV,Interest,NEXO,1.95029683,NEXO,1.95029683,$2.60,-,-,"approved / 2.602739 USDT",2025-02-20 06:00:00
NXT6fdWOF0yelX7GFMIMty11y,Interest,NEXO,0.02118713,NEXO,0.02118713,$0.03,-,-,"approved / NEXO Interest Earned",2025-02-19 06:00:00
NXT6bxuf0tSKrSOW11YthgCJ9,Interest,NEXO,0.41255509,NEXO,0.41255509,$0.55,-,-,"approved / 0.527068270292487107 EURX",2025-02-19 06:00:00
NXT2h8y3OIK1QX1ysaDye65ki,Interest,NEXO,0.36243452,NEXO,0.36243452,$0.48,-,-,"approved / 0.02057233 AVAX",2025-02-19 06:00:00
NXT72TMO7xd5f8bl6wBOvJVpX,Top up Crypto,USDT,10000.00000000,USDT,10000.00000000,$9997.67,-,-,"approved / 0xa965c58b4ad2291860480480ac81e0410b7c29a12e81f4e02f635fd8e6387cd0",2025-02-18 23:25:28
NXT66uZLPmV5k4gP1fP7nuvUu,Withdraw Exchanged,EUR,-11573.71000000,EUR,11573.71000000,$12093.32,-,-,"approved / EUR withdrawal",2025-02-18 23:01:42
NXT4fktaBndfnyWqwJLV54Haq,Exchange To Withdraw,EURX,11578.71000000,EUR,11573.71000000,$12099.64,5.00000000,EURX,"approved / EURX to EUR",2025-02-18 23:01:18
NXTWfQD8zynX40cNAz7bHNMe,Exchange,USDT,-6511.07327200,EURX,6157.41137019,$6434.96,-,-,"approved / Exchange Tether to EURX",2025-02-18 22:55:56
NXT6JsBiJYshIBwiJ7yOhsNr9,Top up Crypto,USDT,6511.07327200,USDT,6511.07327250,$6509.71,-,-,"approved / 0x2279d89908e5d861b3fed8892ea9a5a88b44115da305f393a776d22b23609f38",2025-02-18 17:33:44
NXT5zGA6f9QoCr7BMFHstp5OX,Interest,NEXO,0.47950345,NEXO,0.47950345,$0.64,-,-,"approved / 0.02571543 AVAX",2025-02-18 06:00:00
NXT5CdC7YKpMMHGmJSMG4iJ2B,Interest,NEXO,0.02093824,NEXO,0.02093824,$0.03,-,-,"approved / NEXO Interest Earned",2025-02-18 06:00:00
NXTvW9nH5xNfRLEmq40Tw3uE,Interest,NEXO,1.81574211,NEXO,1.81574211,$2.44,-,-,"approved / 2.324511740372783469 EURX",2025-02-18 06:00:00
NXT6Jj12tMv3txnM8o4boL5Gi,Interest,NEXO,1.80993808,NEXO,1.80993808,$2.44,-,-,"approved / 2.324511740372783469 EURX",2025-02-17 06:00:00
NXT637pabELbxCOo7e3TChftW,Interest,NEXO,0.02069050,NEXO,0.02069050,$0.03,-,-,"approved / NEXO Interest Earned",2025-02-17 06:00:00
NXT3o45KjGqDraBZ9KLmyoVYH,Interest,NEXO,0.47474019,NEXO,0.47474019,$0.64,-,-,"approved / 0.02571543 AVAX",2025-02-17 06:00:00
NXT7HwkD78JOedpRZx0k0lkj4,Interest,NEXO,0.02044548,NEXO,0.02044548,$0.03,-,-,"approved / NEXO Interest Earned",2025-02-16 06:00:00
NXT74CdIMLTvRQhZSwWl3xhfE,Interest,NEXO,0.47908930,NEXO,0.47908930,$0.66,-,-,"approved / 0.02571543 AVAX",2025-02-16 06:00:00
NXT4jVTcjA1eN91WCimfm9Hn,Interest,NEXO,1.78054065,NEXO,1.78054065,$2.44,-,-,"approved / 2.324511740372783469 EURX",2025-02-16 06:00:00
NXT6b8DryzHWGUb2NodEsILCh,Interest,NEXO,0.49462736,NEXO,0.49462736,$0.68,-,-,"approved / 0.02571543 AVAX",2025-02-15 06:00:00
NXT3qACtD8GXkrLqRx4Z5lErt,Interest,NEXO,1.77677054,NEXO,1.77677054,$2.44,-,-,"approved / 2.324511740372783469 EURX",2025-02-15 06:00:00
NXThG5XFvZBuPpjBhZtudDNk,Interest,NEXO,0.02019923,NEXO,0.02019923,$0.03,-,-,"approved / NEXO Interest Earned",2025-02-15 06:00:00
NXT73lQwIDsypo0sYcCnRiZc7,Exchange Cashback,EURX,4.71654530,EURX,4.71654530,$4.95,-,-,"approved / 0.1 % on top of your Exchange transaction",2025-02-14 15:14:49
NXT2KvJ8heUXg4VkWojoaFnMo,Exchange,USDT,-5000.00000000,EURX,4716.54530000,$4948.87,-,-,"approved / Exchange Tether to EURX",2025-02-14 15:14:48
NXT3sLPQn1emvvRoZCelXi79V,Exchange Cashback,EURX,5.23715971,EURX,5.23715971,$5.48,-,-,"approved / 0.1 % on top of your Exchange transaction",2025-02-14 12:19:25
NXT7jjiig6CKG1Hn1GajWPUoh,Exchange,USDT,-5535.01228200,EURX,5237.15971032,$5479.66,-,-,"approved / Exchange Tether to EURX",2025-02-14 12:19:25
NXT7IIw1eASJL3DvLksJsSvNF,Interest,NEXO,0.64919024,NEXO,0.64919024,$0.86,-,-,"approved / 0.823138823219153952 EURX",2025-02-14 06:00:00
NXT6xaqeXfI5JaXrm2qcrIedj,Interest,NEXO,0.49251224,NEXO,0.49251224,$0.65,-,-,"approved / 0.02571543 AVAX",2025-02-14 06:00:00
NXT2fYXisQPJH7NOsQwO9LBU4,Interest,NEXO,0.02007439,NEXO,0.02007439,$0.03,-,-,"approved / NEXO Interest Earned",2025-02-14 06:00:00
NXT6fWSSDgmJSFIjnugYQTLXK,Top up Crypto,USDT,10535.01228200,USDT,10535.01228200,$10535.89,-,-,"approved / 0xd284b717d15008edb9abc55a2fff429655ea0fc3a367794ad168552f5943bc42",2025-02-14 00:03:44
NXT5N1cfYxneD7bx7XlGNpZCK,Interest,NEXO,0.63137723,NEXO,0.63137723,$0.86,-,-,"approved / 0.823138823219153952 EURX",2025-02-13 06:00:00
NXT3dDa49bNXHfbhp8X5xacuM,Interest,NEXO,0.01995034,NEXO,0.01995034,$0.03,-,-,"approved / NEXO Interest Earned",2025-02-13 06:00:00
NXT11BK2lXwWqRCMBNCLN1s4B,Interest,NEXO,0.50300829,NEXO,0.50300829,$0.68,-,-,"approved / 0.02571543 AVAX",2025-02-13 06:00:00
NXT5cwABEsCNU1VALYZBXI2sl,Interest,NEXO,0.01982469,NEXO,0.01982469,$0.03,-,-,"approved / NEXO Interest Earned",2025-02-12 06:00:00
NXT4zrpCXdqg5da4VlbUN6uGO,Interest,NEXO,0.49861419,NEXO,0.49861419,$0.65,-,-,"approved / 0.02571543 AVAX",2025-02-12 06:00:00
NXT2o6WjSwO17bvM5zNKhFNNq,Interest,NEXO,0.65084303,NEXO,0.65084303,$0.85,-,-,"approved / 0.823138823219153952 EURX",2025-02-12 06:00:00
NXT6Zho4LQKNrXs8pPuBRYA2u,Interest,NEXO,0.01975415,NEXO,0.01975415,$0.03,-,-,"approved / NEXO Interest Earned",2025-02-11 06:00:00
NXT6Y9SYXdsr7YjmAHxlACKrT,Interest,NEXO,0.63665865,NEXO,0.63665865,$0.85,-,-,"approved / 0.823138823219153952 EURX",2025-02-11 06:00:00
NXT3yvO9Tks9Y9ZmfbD68yTU1,Top up Crypto,AVAX,249.29700000,AVAX,249.29700000,$6356.62,-,-,"approved / 0x3367dfb0acdf4acbbf87d60dd17c3bda69a0db7a994452b45076db9c3c54efae",2025-02-10 18:49:11
NXT7LyYKGVfBK0em0gFZFQUpZ,Top up Crypto,AVAX,1.00000000,AVAX,1.00000000,$25.37,-,-,"approved / 0xb4c383fb9f7fa401374f36bc4e08d875fa0df83716283da9304c7097cfece7ef",2025-02-10 16:32:38
NXTx4Mr0xurkA920TTrwNixA,Interest,NEXO,0.01968263,NEXO,0.01968263,$0.03,-,-,"approved / NEXO Interest Earned",2025-02-10 06:00:00
NXTS2hHv6sKUGlxNOLYUYtgX,Interest,NEXO,0.64590313,NEXO,0.64590313,$0.85,-,-,"approved / 0.823138823219153952 EURX",2025-02-10 06:00:00
NXT7RQtGSb9ceGdJJcqv925kV,Interest,NEXO,0.64398448,NEXO,0.64398448,$0.85,-,-,"approved / 0.823138823219153952 EURX",2025-02-09 06:00:00
NXT1Znsv0rEiOFnHJFxlYuVlj,Interest,NEXO,0.01961132,NEXO,0.01961132,$0.03,-,-,"approved / NEXO Interest Earned",2025-02-09 06:00:00
NXT5hFpTuWSYTHXKcFGcidzub,Interest,NEXO,0.45612925,NEXO,0.45612925,$0.61,-,-,"approved / 0.589701724021753143 EURX",2025-02-08 06:00:00
NXT2TDm7WKcoNTiR7Gr6F5Bge,Interest,NEXO,0.01956020,NEXO,0.01956020,$0.03,-,-,"approved / NEXO Interest Earned",2025-02-08 06:00:00
NXTpcaG0gSNEw521yaXLR6bg,Exchange Cashback,EURX,1.54917380,EURX,1.54917380,$1.61,-,-,"approved / 0.1 % on top of your Exchange transaction",2025-02-07 15:18:12
NXT6aQW61k7httFWvtqiFhUU6,Exchange,USDT,-1624.20000000,EURX,1549.17380041,$1606.51,-,-,"approved / Exchange Tether to EURX",2025-02-07 15:18:11
NXT280I7SVJG0sPW7ljMAGktr,Top up Crypto,USDT,1624.20000000,USDT,1624.20000000,$1625.07,-,-,"approved / 0xa8b5dec1ad8f653d083aa135c436dded7f09c94c31f332dae890b3889f35c1df",2025-02-07 15:17:24
NXT6MahL5Koga7X0EAx7zhDaM,Interest,NEXO,0.01949527,NEXO,0.01949527,$0.03,-,-,"approved / NEXO Interest Earned",2025-02-07 06:00:00
NXT1i73JeOu3MAbYdoywKUUWZ,Interest,NEXO,0.58471857,NEXO,0.58471857,$0.78,-,-,"approved / 0.750232436300180886 EURX",2025-02-07 06:00:00
NXT2f9OY5VHdtztV5uScnRCGp,Interest,NEXO,0.01949303,NEXO,0.01949303,$0.03,-,-,"approved / NEXO Interest Earned",2025-02-06 06:00:00
NXT2N9Sho1mqXpuTjL5k7FSLE,Interest,NEXO,0.00142837,NEXO,0.00142837,$0.00,-,-,"approved / 0.001871218857323926 EURX",2025-02-06 06:00:00
NXT7XlzYpbsx9o0xegpE9xuGX,Exchange Cashback,EURX,9.75542413,EURX,9.75542413,$10.16,-,-,"approved / 0.25 % on top of your Exchange transaction",2025-02-05 13:03:56
NXT3HIyFnupTtNn8nHkXqFxeB,Exchange,USDT,-4105.00000000,EURX,3902.16965120,$4062.99,-,-,"approved / Exchange Tether to EURX",2025-02-05 13:03:56
NXT2uaXTOTBPQAewFQzxVuoPU,Top up Crypto,USDT,4105.00000000,USDT,4105.00000000,$4106.21,-,-,"approved / 0xca18839c799b2d4212ffdcc5758a32d3364499bb671b955daab77e34a98767e5",2025-02-05 13:02:28
NXT5BlINAe2HqHQ8l94NygjmX,Interest,NEXO,0.01949093,NEXO,0.01949093,$0.03,-,-,"approved / NEXO Interest Earned",2025-02-05 06:00:00
NXT3600YRxE1s3VbtGjzwhqzR,Interest,NEXO,0.01948884,NEXO,0.01948884,$0.03,-,-,"approved / NEXO Interest Earned",2025-02-04 06:00:00
NXT4HZYgYV8Rfj47CSrAN3s4t,Interest,NEXO,0.01948674,NEXO,0.01948674,$0.03,-,-,"approved / NEXO Interest Earned",2025-02-03 06:00:00
NXT7B0XPV3o51htRZrgJiV5oZ,Interest,NEXO,0.01948465,NEXO,0.01948465,$0.03,-,-,"approved / NEXO Interest Earned",2025-02-02 06:00:00
NXT4N0sL8LS3lo66GYKwWOY5H,Interest,NEXO,0.01948255,NEXO,0.01948255,$0.03,-,-,"approved / NEXO Interest Earned",2025-02-01 06:00:00
NXT6Fno7IL2CIzURR822SDsyX,Interest,NEXO,0.01948046,NEXO,0.01948046,$0.03,-,-,"approved / NEXO Interest Earned",2025-01-31 06:00:00
NXT1OlKGCNdlsZkqJbhUs3KFc,Interest,NEXO,0.01947837,NEXO,0.01947837,$0.03,-,-,"approved / NEXO Interest Earned",2025-01-30 06:00:00
NXT39T5s2SD6H68XM4k5PlhjN,Interest,NEXO,0.01947628,NEXO,0.01947628,$0.03,-,-,"approved / NEXO Interest Earned",2025-01-29 06:00:00
NXT6Kk89NL5ceBu0rc76UvRID,Interest,NEXO,0.01947418,NEXO,0.01947418,$0.03,-,-,"approved / NEXO Interest Earned",2025-01-28 06:00:00
NXT3m2vi0qgTURVLF3NJ7X5N,Interest,NEXO,0.01947209,NEXO,0.01947209,$0.03,-,-,"approved / NEXO Interest Earned",2025-01-27 06:00:00
NXT3virUBvynyWSk2NqoGlpf7,Interest,NEXO,0.01947000,NEXO,0.01947000,$0.03,-,-,"approved / NEXO Interest Earned",2025-01-26 06:00:00
NXT3UvquV6a1SlRby4apDFTv9,Interest,NEXO,0.01946791,NEXO,0.01946791,$0.03,-,-,"approved / NEXO Interest Earned",2025-01-25 06:00:00
NXT1lcUILXBofboNpev5O8tEH,Interest,NEXO,0.01946581,NEXO,0.01946581,$0.03,-,-,"approved / NEXO Interest Earned",2025-01-24 06:00:00
NXT3oDYbvV7v5QPjjNqRGu1nP,Interest,NEXO,0.01946372,NEXO,0.01946372,$0.03,-,-,"approved / NEXO Interest Earned",2025-01-23 06:00:00
NXT5YWnPnpUgvIbWlwUuoT9VJ,Interest,NEXO,0.01946163,NEXO,0.01946163,$0.03,-,-,"approved / NEXO Interest Earned",2025-01-22 06:00:00
NXTIOhTO4T2EjAPdAw7fff0q,Interest,NEXO,0.01945954,NEXO,0.01945954,$0.03,-,-,"approved / NEXO Interest Earned",2025-01-21 06:00:00
NXTrpZwQxd8q7hNSRmfkNcdi,Interest,NEXO,0.01945745,NEXO,0.01945745,$0.03,-,-,"approved / NEXO Interest Earned",2025-01-20 06:00:00
NXT6Ctr24wRj91LpWOHT31iD1,Interest,NEXO,0.01945536,NEXO,0.01945536,$0.03,-,-,"approved / NEXO Interest Earned",2025-01-19 06:00:00
NXT4GeXD6zETXC9sb54Uo43Kb,Interest,NEXO,0.01945327,NEXO,0.01945327,$0.03,-,-,"approved / NEXO Interest Earned",2025-01-18 06:00:00
NXTk9NCOoC4fXQZNzRufrlSy,Interest,NEXO,0.01945118,NEXO,0.01945118,$0.03,-,-,"approved / NEXO Interest Earned",2025-01-17 06:00:00
NXT11IYHBl8TMCcL2feCUdrvz,Interest,NEXO,0.01944909,NEXO,0.01944909,$0.03,-,-,"approved / NEXO Interest Earned",2025-01-16 06:00:00
NXT1LDqq9GFsC7FSt3iyiV1AK,Interest,NEXO,0.01944700,NEXO,0.01944700,$0.02,-,-,"approved / NEXO Interest Earned",2025-01-15 06:00:00
NXT2hzPgtPV5mACZjWRPh9Iex,Interest,NEXO,0.01944491,NEXO,0.01944491,$0.02,-,-,"approved / NEXO Interest Earned",2025-01-14 06:00:00
